rrrrrr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrrrb,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrrrg,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrrbr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrrbb,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrrbg,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrrgr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrrgb,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrrgg,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrbrr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrbrb,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrbrg,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrbbr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrbbb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [1000, 0, 0]]",False,True,False,True
rrrbbg,K=1,iterations=1000,"[[1000, 0, 0], [531, 469, 0], [1000, 0, 0]]",False,True,False,True
rrrbgr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrbgb,K=1,iterations=1000,"[[1000, 0, 0], [514, 486, 0], [1000, 0, 0]]",False,True,False,True
rrrbgg,K=1,iterations=1000,"[[1000, 0, 0], [486, 0, 514], [1000, 0, 0]]",False,True,False,True
rrrgrr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrgrb,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrgrg,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrgbr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrgbb,K=1,iterations=1000,"[[1000, 0, 0], [518, 482, 0], [1000, 0, 0]]",False,True,False,True
rrrgbg,K=1,iterations=1000,"[[1000, 0, 0], [486, 0, 514], [1000, 0, 0]]",False,True,False,True
rrrggr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrrggb,K=1,iterations=1000,"[[1000, 0, 0], [498, 0, 502], [1000, 0, 0]]",False,True,False,True
rrrggg,K=1,iterations=1000,"[[1000, 0, 0], [0, 0, 1000], [1000, 0, 0]]",False,True,False,True
rrbrrr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrbrrb,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrbrrg,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrbrbr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrbrbb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [1000, 0, 0]]",False,True,False,True
rrbrbg,K=1,iterations=1000,"[[1000, 0, 0], [494, 506, 0], [1000, 0, 0]]",False,True,False,True
rrbrgr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrbrgb,K=1,iterations=1000,"[[1000, 0, 0], [541, 459, 0], [1000, 0, 0]]",False,True,False,True
rrbrgg,K=1,iterations=1000,"[[1000, 0, 0], [523, 0, 477], [1000, 0, 0]]",False,True,False,True
rrbbrr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrbbrb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [1000, 0, 0]]",False,True,False,True
rrbbrg,K=1,iterations=1000,"[[1000, 0, 0], [497, 503, 0], [1000, 0, 0]]",False,True,False,True
rrbbbr,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [1000, 0, 0]]",False,True,False,True
rrbbbb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [0, 1000, 0]]",False,False,True,True
rrbbbg,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [734, 210, 56]]",False,False,False,True
rrbbgr,K=1,iterations=1000,"[[1000, 0, 0], [511, 489, 0], [1000, 0, 0]]",False,True,False,True
rrbbgb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [527, 473, 0]]",False,False,False,True
rrbbgg,K=1,iterations=1000,"[[1000, 0, 0], [0, 501, 499], [821, 91, 88]]",False,False,False,True
rrbgrr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrbgrb,K=1,iterations=1000,"[[1000, 0, 0], [493, 507, 0], [1000, 0, 0]]",False,True,False,True
rrbgrg,K=1,iterations=1000,"[[1000, 0, 0], [498, 0, 502], [1000, 0, 0]]",False,True,False,True
rrbgbr,K=1,iterations=1000,"[[1000, 0, 0], [498, 502, 0], [1000, 0, 0]]",False,True,False,True
rrbgbb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [477, 523, 0]]",False,False,False,True
rrbgbg,K=1,iterations=1000,"[[1000, 0, 0], [0, 501, 499], [665, 168, 167]]",False,False,False,True
rrbggr,K=1,iterations=1000,"[[1000, 0, 0], [517, 0, 483], [1000, 0, 0]]",False,True,False,True
rrbggb,K=1,iterations=1000,"[[1000, 0, 0], [0, 508, 492], [726, 211, 63]]",False,False,False,True
rrbggg,K=1,iterations=1000,"[[1000, 0, 0], [0, 0, 1000], [721, 61, 218]]",False,False,False,True
rrgrrr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrgrrb,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrgrrg,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrgrbr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrgrbb,K=1,iterations=1000,"[[1000, 0, 0], [496, 504, 0], [1000, 0, 0]]",False,True,False,True
rrgrbg,K=1,iterations=1000,"[[1000, 0, 0], [504, 0, 496], [1000, 0, 0]]",False,True,False,True
rrgrgr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrgrgb,K=1,iterations=1000,"[[1000, 0, 0], [492, 0, 508], [1000, 0, 0]]",False,True,False,True
rrgrgg,K=1,iterations=1000,"[[1000, 0, 0], [0, 0, 1000], [1000, 0, 0]]",False,True,False,True
rrgbrr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrgbrb,K=1,iterations=1000,"[[1000, 0, 0], [488, 512, 0], [1000, 0, 0]]",False,True,False,True
rrgbrg,K=1,iterations=1000,"[[1000, 0, 0], [484, 0, 516], [1000, 0, 0]]",False,True,False,True
rrgbbr,K=1,iterations=1000,"[[1000, 0, 0], [514, 486, 0], [1000, 0, 0]]",False,True,False,True
rrgbbb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [701, 243, 56]]",False,False,False,True
rrgbbg,K=1,iterations=1000,"[[1000, 0, 0], [0, 498, 502], [718, 64, 218]]",False,False,False,True
rrgbgr,K=1,iterations=1000,"[[1000, 0, 0], [521, 0, 479], [1000, 0, 0]]",False,True,False,True
rrgbgb,K=1,iterations=1000,"[[1000, 0, 0], [0, 513, 487], [656, 164, 180]]",False,False,False,True
rrgbgg,K=1,iterations=1000,"[[1000, 0, 0], [0, 0, 1000], [497, 0, 503]]",False,False,False,True
rrggrr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rrggrb,K=1,iterations=1000,"[[1000, 0, 0], [520, 0, 480], [1000, 0, 0]]",False,True,False,True
rrggrg,K=1,iterations=1000,"[[1000, 0, 0], [0, 0, 1000], [1000, 0, 0]]",False,True,False,True
rrggbr,K=1,iterations=1000,"[[1000, 0, 0], [518, 0, 482], [1000, 0, 0]]",False,True,False,True
rrggbb,K=1,iterations=1000,"[[1000, 0, 0], [0, 486, 514], [812, 100, 88]]",False,False,False,True
rrggbg,K=1,iterations=1000,"[[1000, 0, 0], [0, 0, 1000], [505, 0, 495]]",False,False,False,True
rrgggr,K=1,iterations=1000,"[[1000, 0, 0], [0, 0, 1000], [1000, 0, 0]]",False,True,False,True
rrgggb,K=1,iterations=1000,"[[1000, 0, 0], [0, 0, 1000], [714, 64, 222]]",False,False,False,True
rrgggg,K=1,iterations=1000,"[[1000, 0, 0], [0, 0, 1000], [0, 0, 1000]]",False,False,True,True
rbrrrr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rbrrrb,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rbrrrg,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rbrrbr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rbrrbb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [1000, 0, 0]]",False,True,False,True
rbrrbg,K=1,iterations=1000,"[[1000, 0, 0], [493, 507, 0], [1000, 0, 0]]",False,True,False,True
rbrrgr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rbrrgb,K=1,iterations=1000,"[[1000, 0, 0], [500, 500, 0], [1000, 0, 0]]",False,True,False,True
rbrrgg,K=1,iterations=1000,"[[1000, 0, 0], [511, 0, 489], [1000, 0, 0]]",False,True,False,True
rbrbrr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rbrbrb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [1000, 0, 0]]",False,True,False,True
rbrbrg,K=1,iterations=1000,"[[1000, 0, 0], [499, 501, 0], [1000, 0, 0]]",False,True,False,True
rbrbbr,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [1000, 0, 0]]",False,True,False,True
rbrbbb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [0, 1000, 0]]",False,False,True,True
rbrbbg,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [489, 511, 0]]",False,False,False,True
rbrbgr,K=1,iterations=1000,"[[1000, 0, 0], [472, 528, 0], [1000, 0, 0]]",False,True,False,True
rbrbgb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [489, 511, 0]]",False,False,False,True
rbrbgg,K=1,iterations=1000,"[[1000, 0, 0], [0, 517, 483], [729, 218, 53]]",False,False,False,True
rbrgrr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rbrgrb,K=1,iterations=1000,"[[1000, 0, 0], [487, 513, 0], [1000, 0, 0]]",False,True,False,True
rbrgrg,K=1,iterations=1000,"[[1000, 0, 0], [506, 0, 494], [1000, 0, 0]]",False,True,False,True
rbrgbr,K=1,iterations=1000,"[[1000, 0, 0], [527, 473, 0], [1000, 0, 0]]",False,True,False,True
rbrgbb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [700, 241, 59]]",False,False,False,True
rbrgbg,K=1,iterations=1000,"[[1000, 0, 0], [0, 481, 519], [667, 172, 161]]",False,False,False,True
rbrggr,K=1,iterations=1000,"[[1000, 0, 0], [470, 0, 530], [1000, 0, 0]]",False,True,False,True
rbrggb,K=1,iterations=1000,"[[1000, 0, 0], [0, 492, 508], [813, 83, 104]]",False,False,False,True
rbrggg,K=1,iterations=1000,"[[1000, 0, 0], [0, 0, 1000], [739, 49, 212]]",False,False,False,True
rbbrrr,K=1,iterations=1000,"[[1000, 0, 0], [1000, 0, 0], [1000, 0, 0]]",True,True,True,False
rbbrrb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [1000, 0, 0]]",False,True,False,True
rbbrrg,K=1,iterations=1000,"[[1000, 0, 0], [495, 505, 0], [1000, 0, 0]]",False,True,False,True
rbbrbr,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [1000, 0, 0]]",False,True,False,True
rbbrbb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [0, 1000, 0]]",False,False,True,True
rbbrbg,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [494, 506, 0]]",False,False,False,True
rbbrgr,K=1,iterations=1000,"[[1000, 0, 0], [485, 515, 0], [1000, 0, 0]]",False,True,False,True
rbbrgb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [759, 196, 45]]",False,False,False,True
rbbrgg,K=1,iterations=1000,"[[1000, 0, 0], [0, 494, 506], [826, 86, 88]]",False,False,False,True
rbbbrr,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [1000, 0, 0]]",False,True,False,True
rbbbrb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [0, 1000, 0]]",False,False,True,True
rbbbrg,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [720, 227, 53]]",False,False,False,True
rbbbbr,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [0, 1000, 0]]",False,False,True,True
rbbbbb,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [0, 1000, 0]]",False,False,True,True
rbbbbg,K=1,iterations=1000,"[[1000, 0, 0], [0, 1000, 0], [0, 1000, 0]]",False,False,True,True
